PERMIT#,STREET_NUMBER,STREET_DIRECTION,STREET_NAME,WORK_DESCRIPTION,CONTACT_1_TYPE,CONTACT_1_NAME,CONTACT_2_TYPE,CONTACT_2_NAME,CONTACT_3_TYPE,CONTACT_3_NAME,full_address,is_city_initiated
101071464,2714,N,MAGNOLIA AVE,WRECK AND REMOVE A 2 STORY FRAME MULTI UNIT RESIDENCE (FRONT ONLY),CONTRACTOR-GENERAL CONTRACTOR,CARLOS GROUP INC,OWNER,ADF ELMHURST LLC,,,2714 N MAGNOLIA AVE,False
101074978,232,W,113TH ST,EMERGENCY WRECK AND REMOVE A 2 STORY FRAME RESIDENCE,CONTRACTOR-GENERAL CONTRACTOR,"MCDONAGH DEMOLITION, INC",OWNER,CITY OF CHIGAGO,,,232 W 113TH ST,False
101066788,1649,N,HALSTED ST,WRECK AND REMOVE A 2 STORY MASONRY BUILDING (THEATER) AND PARKING GARAGE,CONTRACTOR-GENERAL CONTRACTOR,PRECISION EXCAVATION LLC,OWNER,DK HALSTED LLC,,,1649 N HALSTED ST,False
101074975,10614,S,STATE ST,EMERGENCY WRECK AND REMOVE A 2 STORY FRAME RESIDENCE,CONTRACTOR-GENERAL CONTRACTOR,"MCDONAGH DEMOLITION, INC",OWNER,CITY OF CHIGAGO,,,10614 S STATE ST,False
101066789,1633,N,HALSTED ST,WRECK AND REMOVE A 4 STORY MASONRY BUILDING,CONTRACTOR-GENERAL CONTRACTOR,PRECISION EXCAVATION LLC,OWNER,DK HALSTED LLC,,,1633 N HALSTED ST,False
100425934,1350,W,DIVERSEY PKWY,WRECK AND REMOVE 1 STORY FRAME RESIDENCE,CONTRACTOR-WRECKING,"BRIDGES EXCAVATING, INC.",OWNER,"MCINERNEY BUILDERS, INC.",,,1350 W DIVERSEY PKWY,False
101076659,6607,S,MORGAN ST,EMERGENCY WRECK AND REMOVE A 2 STORY FRAME RESIDENCE,CONTRACTOR-GENERAL CONTRACTOR,"MCDONAGH DEMOLITION, INC",OWNER,CITY OF CHIGAGO,,,6607 S MORGAN ST,False
100729027,4858,N,KENMORE AVE,WRECK AND REMOVE A 2 STORY MASONRY MULTI UNIT RESIDENCE,CONTRACTOR-WRECKING,IMPACTOR P AND P INC,OWNER,"MCINERNEY BUILDERS, INC.",,,4858 N KENMORE AVE,False
101077849,9815,S,CARPENTER ST,EMERGENCY WRECK AND REMOVE A 2 STORY FRAME RESIDENCE,CONTRACTOR-GENERAL CONTRACTOR,"MCDONAGH DEMOLITION, INC",OWNER,CITY OF CHIGAGO,,,9815 S CARPENTER ST,False
100987526,6131,S,KIMBARK AVE,WRECK AND REMOVE A 2 STORY FRAME RESIDENCE AND A DETACHED FRAME GARAGE,CONTRACTOR-GENERAL CONTRACTOR,"MCINERNEY BUILDERS, INC.",OWNER,"MCINERNEY PROPERTIES,LLC",,,6131 S KIMBARK AVE,False
101008623,6120,S,UNIVERSITY AVE,WRECK AND REMOVE A 2 STORY MASONRY MULTI UNIT RESIDENCE,CONTRACTOR-GENERAL CONTRACTOR,"MCINERNEY BUILDERS, INC.",OWNER,"MCINERNEY BUILDERS, INC.",,,6120 S UNIVERSITY AVE,False
101077417,212,E,41ST ST,WRECK AND REMOVE MASONRY WALLS FROM AN UNFINISHED MULTI UNIT RESIDENCE,CONTRACTOR-GENERAL CONTRACTOR,ADM DEMOLITION LLC,OWNER,123 PROPERTIES INC,,,212 E 41ST ST,False
101072592,1050,W,PERSHING RD,WRECK AND REMOVE A METAL CANOPY ONLY (NO OTHER WORK ON THIS PERMIT),CONTRACTOR-GENERAL CONTRACTOR,R.W. COLLINS CO,OWNER,RYDER TRUCK RENTAL,,,1050 W PERSHING RD,False
101076103,7524,S,KENWOOD AVE,EMERGENCT WRECK AND REMOVE A 2 STORY FRAME RESIDENCE,CONTRACTOR-GENERAL CONTRACTOR,"MCDONAGH DEMOLITION, INC",OWNER,CITY OF CHIGAGO,,,7524 S KENWOOD AVE,False
101074981,7332,S,LAFAYETTE AVE,EMERGENCY WRECK AND REMOVE A 2 STORY FRAME RESIDENCE,CONTRACTOR-GENERAL CONTRACTOR,"MCDONAGH DEMOLITION, INC",OWNER,CITY OF CHIGAGO,,,7332 S LAFAYETTE AVE,False
101072026,6130,N,SHERIDAN RD,WRECK AND REMOVE A 5 STORY MASONRY BUILDING TO TOP OF SLAB,CONTRACTOR-GENERAL CONTRACTOR,HENEGHAN WRECKING & EXCAVATING CO. INC.,OWNER,TURN N BURN CIACCIO HOLDINGS LLC,,,6130 N SHERIDAN RD,False
101075243,10550,S,INDIANA AVE,EMERGENCY WRECK AND REMOVE A 2 STORY FRAME RESIDENCE,CONTRACTOR-GENERAL CONTRACTOR,"MCDONAGH DEMOLITION, INC",OWNER,CITY OF CHIGAGO,,,10550 S INDIANA AVE,False
101072155,1414,N,PAULINA ST,WRECK AND REMOVE A 2 STORY FRAME MULTI UNIT RESIDENCE AND A DETACHED MASONRY GARAGE,CONTRACTOR-GENERAL CONTRACTOR,ALL CONCRETE CONTRACTORS INC,OWNER,VARIABLE PROPERTIES LLC,,,1414 N PAULINA ST,False
101075245,1305,W,72ND PL,EMERGENCY WRECK AND REMOVE A 3 STORY FRAME MULTI UNIT RESIDENCE,CONTRACTOR-GENERAL CONTRACTOR,"MCDONAGH DEMOLITION, INC",OWNER,CITY OF CHIGAGO,,,1305 W 72ND PL,False
101071133,3508,W,BELDEN AVE,WRECK AND REMOVE A 1 STORY FRAME RESIDENCE AND A DETACHED FRAME GARAGE,CONTRACTOR-GENERAL CONTRACTOR,RECON EXCAVATING INC,OWNER,POWER ENTERPIRSE KT LLC,,,3508 W BELDEN AVE,False
101075246,352,N,ST LOUIS AVE,EMERGENCY WRECK AND REMOVE A 3 STORY MASONRY MULTI UNIT RESIDENCE,CONTRACTOR-GENERAL CONTRACTOR,"MCDONAGH DEMOLITION, INC",OWNER,CITY OF CHIGAGO,,,352 N ST LOUIS AVE,False
101070911,4913,N,DAMEN AVE,WRECK AND REMOVE A 3 STORY MASONRY MULTI UNIT RESIDENCE AND A DETACHED FRAME GARAGE,CONTRACTOR-GENERAL CONTRACTOR,CARLOS GROUP INC,OWNER,MICHAEL MARESSO,,,4913 N DAMEN AVE,False
101074783,3216,S,HOYNE AVE,WRECK AND REMOVE A 2 STORY FRAME RESIDENCE,CONTRACTOR-GENERAL CONTRACTOR,ALL CONCRETE CONTRACTORS INC,OWNER,A & SL CONSTRUCTION,,,3216 S HOYNE AVE,False
101075122,1338,W,LAKE ST,WRECK AND REMOVE A 2 STORY MASONRY BUILDING,CONTRACTOR-GENERAL CONTRACTOR,TAYLOR EXCAVATING & CONSTRUCTION,OWNER,1338 W LAKE LLC,,,1338 W LAKE ST,False
101075132,4132,N,CLAREMONT AVE,WRECK AND REMOVE A 2 STORY FRAME RESIDENCE AND A DETACHED FRAME GARAGE,EXPEDITOR,"ON TIME EXPEDITING, LLC",CONTRACTOR-GENERAL CONTRACTOR,"ILLINOIS EXCAVATION, LLC.",OWNER,JOE MCFADDEN,4132 N CLAREMONT AVE,False
101074604,46,W,109TH ST,EMERGENCY WRECK AND REMOVE A 2 STORY FRAME RESIDENCE,CONTRACTOR-GENERAL CONTRACTOR,ALLIANCE DEMOLITION AND EXCAVATION SERVICES INC,OWNER,CITY OF CHIGAGO,,,46 W 109TH ST,False
101029370,6050,N,BERNARD ST,WRECK AND REMOVE A 2 STORY MASONRY RESIDENCE WITH ATTACHED MASONRY GARAGE,EXPEDITOR,ONTIME EXPEDITING,CONTRACTOR-GENERAL CONTRACTOR,"MBR WRECKING & CONSTRUCTION, INC.",OWNER,GEM BUILDING GROUP LLC,6050 N BERNARD ST,False
101075120,1332,W,LAKE ST,WRECK AND REMOVE A 2 STORY MASONRY BUILDING,CONTRACTOR-GENERAL CONTRACTOR,TAYLOR EXCAVATING & CONSTRUCTION,OWNER,1338 W LAKE LLC,,,1332 W LAKE ST,False
101075121,1338,W,LAKE ST,WRECK AND REMOVE A 1 STORY MASONRY BUILDING,CONTRACTOR-GENERAL CONTRACTOR,TAYLOR EXCAVATING & CONSTRUCTION,OWNER,1338 W LAKE LLC,,,1338 W LAKE ST,False
101075751,4616,N,CLAREMONT AVE,WRECK AND REMOVE A 2 STORY FRAME RESIDENCE AND A DETACHED FRAME GARAGE,CONTRACTOR-GENERAL CONTRACTOR,VIEWPOINT SERVICES INC DBA BROPHY EXCAVATION,OWNER,"JOHN DOWNES CONSTRUCTION, INC.",,,4616 N CLAREMONT AVE,False
101071132,246,W,22ND PL,WRECK AND REMOVE A 2 STORY FRAME MULTI UNIT RESIDENCE AND A DETACHED MASONRY GARAGE,CONTRACTOR-GENERAL CONTRACTOR,CARLOS GROUP INC,OWNER,CHINESE CONSOLIDATED,,,246 W 22ND PL,False
101074598,955,N,LONG AVE,EMERGENCY WRECK AND REMOVE A 2 STORY MASONRY MULTI UNIT RESIDENCE,CONTRACTOR-GENERAL CONTRACTOR,ALLIANCE DEMOLITION AND EXCAVATION SERVICES INC,OWNER,CITY OF CHIGAGO,,,955 N LONG AVE,False
101050646,3136,S,CANAL ST,WRECK AND REMOVE A 1 STORY MASONRY BUILDING AND FRAME SHED.  WORK MUST BEGIN ON OR BEFORE 4/29/26.,CONTRACTOR-GENERAL CONTRACTOR,ALLIANCE DEMOLITION AND EXCAVATION SERVICES INC,OWNER,PUI TAK CHRISTIAN SCHOOL,,,3136 S CANAL ST,False
101072564,1443,W,ROSCOE ST,WRECK AND REMOVE A TWO STORY FRAME RESIDENTIAL BUILDING AND DETACHED FRAME GARAGE,CONTRACTOR-GENERAL CONTRACTOR,BUILDER LUXURY INC,OWNER,1433 ROSCOE LLC,,,1443 W ROSCOE ST,False
101075025,7758,S,ST LAWRENCE AVE,EMERGENCY WRECK AND REMOVE A 1 STORY MASONRY RESIDENCE,CONTRACTOR-GENERAL CONTRACTOR,ALLIANCE DEMOLITION AND EXCAVATION SERVICES INC,OWNER,CITY OF CHIGAGO,,,7758 S ST LAWRENCE AVE,False
101074898,254,N,CALIFORNIA AVE,EMERGENCY WRECK AND REMOVE A 2 STORY MASONRY MULTI UNIT RESIDENCE,CONTRACTOR-GENERAL CONTRACTOR,ALLIANCE DEMOLITION AND EXCAVATION SERVICES INC,OWNER,CITY OF CHIGAGO,,,254 N CALIFORNIA AVE,False
101073536,1842,N,PAULINA ST,WRECK AND REMOVE A 2 STORY MASONRY RESIDENCE AND A DETACHED FRAME GARAGE,CONTRACTOR-GENERAL CONTRACTOR,RUUK INC DBA MAXYM DEMOLITION,OWNER,KAROLINA BAK,,,1842 N PAULINA ST,False
101073722,1915,N,SHEFFIELD AVE,WRECK AND REMOVE A 2 STORY MASONRY RESIDENCE AND A DETACHED FRAME GARAGE,EXPEDITOR,ARTEMIDA CONSTRUCTION,CONTRACTOR-GENERAL CONTRACTOR,BUILDMAX COMPANY INC,OWNER,NEXT COMFORT DEVELOPMENT LLC,1915 N SHEFFIELD AVE,False
101075508,4943,W,OHIO ST,EMERGENCY WRECK AND REMOVE A 2 STORY FRAME RESIDENCE,CONTRACTOR-GENERAL CONTRACTOR,"MCDONAGH DEMOLITION, INC",OWNER,CITY OF CHIGAGO,,,4943 W OHIO ST,False
101071985,6514,S,CHAMPLAIN AVE,WRECK AND REMOVE A FRAME TWO STORY RESIDENTIAL BUILDING,CONTRACTOR-GENERAL CONTRACTOR,RECON EXCAVATING INC,OWNER,"WR PLUMBING,INC.",,,6514 S CHAMPLAIN AVE,False
101073235,3220,W,OGDEN AVE,WRECK AND REMOVE A 3 STORY MASONRY MIXED USE BUILDING,EXPEDITOR,PRECISION EXCAVATION LLC,CONTRACTOR-GENERAL CONTRACTOR,PRECISION EXCAVATION LLC,OWNER,CHICAGO SPECIAL PROJECTS GROUP,3220 W OGDEN AVE,False
101073193,3210,W,OGDEN AVE,WRECK AND REMOVE A 1 STORY MASONRY BUILDING,EXPEDITOR,"BURNHAM NATIONWIDE, INC.",CONTRACTOR-GENERAL CONTRACTOR,PRECISION EXCAVATION LLC,OWNER,CHICAGO SPECIAL PROJECTS GROUP,3210 W OGDEN AVE,False
101073243,3224,W,OGDEN AVE,WRECK AND REMOVE A 1 STORY MASONRY BUILDING,EXPEDITOR,"BURNHAM NATIONWIDE, INC.",CONTRACTOR-GENERAL CONTRACTOR,PRECISION EXCAVATION LLC,OWNER,CHICAGO SPECIAL PROJECTS GROUP,3224 W OGDEN AVE,False
100097148,9428,S,COMMERCIAL AVE,,CONTRACTOR-WRECKING,ENVIRONMENTAL CLEANSIN,OWNER,BELT RAILWAY CO. OF CHICAGO,,,9428 S COMMERCIAL AVE,False
100199135,2135,S,KENTON AVE,WRECK AND REMOVE 3 STORY MASONRY SWITCHING TOWER AND LOCKER ROOM,CONTRACTOR-WRECKING,ENVIRONMENTAL CLEANSIN,OWNER,BELT RAILWAY CO. OF CHICAGO,,,2135 S KENTON AVE,False
101074758,4327,N,BELL AVE,WRECK AND REMOVE A 2 STORY MASONRY/FRAME MULTI UNIT COACH HOUSE (REAR),CONTRACTOR-GENERAL CONTRACTOR,ALL CONCRETE CONTRACTORS INC,OWNER,ADVANCED SOLUTION GROUP LLC,,,4327 N BELL AVE,False
101075636,1646,S,PULASKI RD,EMERGENCY WRECK AND REMOVE A 2 STORY MASONRY MIXED USE BUILDING,CONTRACTOR-GENERAL CONTRACTOR,"MCDONAGH DEMOLITION, INC",OWNER,CITY OF CHIGAGO,,,1646 S PULASKI RD,False
101074824,6130,S,PULASKI RD,WRECK AND REMOVE A 1 STORY MASONRY BUILDING,CONTRACTOR-GENERAL CONTRACTOR,LAGOS GENERAL CONTRACTORS,OWNER,LUIS VAZQUEZ,,,6130 S PULASKI RD,False
101074350,10329,S,MILLARD AVE,WRECK AND REMOVE A 1 STORY FRAME RESIDENCE AND A DETACHED FRAME GARAGE,EXPEDITOR,ARTEMIDA CONSTRUCTION,CONTRACTOR-GENERAL CONTRACTOR,CLP III INC,OWNER,THOMAS J LEONARD,10329 S MILLARD AVE,False
101075505,5802,W,OHIO ST,EMERGENCY WRECK AND REMOVE A 2 STORY FRAME RESIDENCE,CONTRACTOR-GENERAL CONTRACTOR,"MCDONAGH DEMOLITION, INC",OWNER,CITY OF CHIGAGO,,,5802 W OHIO ST,False
101074757,4327,N,BELL AVE,WRECK AND REMOVE A 2 STORY MASONRY MULTI UNIT RESIDENCE (FRONT),CONTRACTOR-GENERAL CONTRACTOR,ALL CONCRETE CONTRACTORS INC,OWNER,ADVANCED SOLUTION GROUP LLC,,,4327 N BELL AVE,False
101074863,8211,S,THROOP ST,EMERGENCY WRECK AND REMOVE A 1 STORY MASONRY RESIDENCE,CONTRACTOR-GENERAL CONTRACTOR,ALLIANCE DEMOLITION AND EXCAVATION SERVICES INC,OWNER,CITY OF CHIGAGO,,,8211 S THROOP ST,False
101073462,1020,N,WOOD ST,WRECK AND REMOVE A 3 STORY MASONRY MULTI UNIT RESIDENCE AND A DETACHED FRAME GARAGE,CONTRACTOR-GENERAL CONTRACTOR,BUILDER LUXURY INC,OWNER,KASPER DEVELOPMENT,,,1020 N WOOD ST,False
101074003,1120,W,CHESTNUT ST,WRECK AND REMOVE A 2 STORY MASONRY MULTI UNIT RESIDENCE,CONTRACTOR-GENERAL CONTRACTOR,CARLOS GROUP INC,OWNER,DANIEL AND JULIE CASTANEDA,,,1120 W CHESTNUT ST,False
101075225,5117,S,PAULINA ST,EMERGENCY WRECK AND REMOVE A 2 STORY FRAME MULTI UNIT RESIDENCE,CONTRACTOR-GENERAL CONTRACTOR,"MCDONAGH DEMOLITION, INC",OWNER,CITY OF CHIGAGO,,,5117 S PAULINA ST,False
101074976,11854,S,LAFAYETTE AVE,EMERGENCY WRECK AND REMOVE A 3 STORY FRAME MULTI UNIT RESIDENCE,CONTRACTOR-GENERAL CONTRACTOR,"MCDONAGH DEMOLITION, INC",OWNER,CITY OF CHIGAGO,,,11854 S LAFAYETTE AVE,False
101073240,3228,W,OGDEN AVE,WRECK AND REMOVE A 2 STORY MASONRY MIXED USE BUILDING,EXPEDITOR,"BURNHAM NATIONWIDE, INC.",CONTRACTOR-GENERAL CONTRACTOR,PRECISION EXCAVATION LLC,OWNER,CHICAGO SPECIAL PROJECTS GROUP,3228 W OGDEN AVE,False
101075116,4458,S,WOOD ST,EMERGENCY WRECK AND REMOVE A 2 STORY FRAME MULTI UNIT RESIDENCE,CONTRACTOR-GENERAL CONTRACTOR,ALLIANCE DEMOLITION AND EXCAVATION SERVICES INC,OWNER,CITY OF CHIGAGO,,,4458 S WOOD ST,False
101071992,6630,S,LOWE AVE,WRECK AND REMOVE A ONE STORY FRAME RESIDENTIAL BUILDNG,EXPEDITOR,"ON TIME EXPEDITING, LLC",CONTRACTOR-GENERAL CONTRACTOR,ECOPRO PLUMBING & ENVIRONMENTAL INC,OWNER,ROBERT CREETH,6630 S LOWE AVE,False
101073884,3754,W,SUNNYSIDE AVE,WRECK AND REMOVE A 2 STORY MASONRY RESIDENCE AND A DETACHED FRAME GARAGE,EXPEDITOR,AGATA J. BIELUT,CONTRACTOR-GENERAL CONTRACTOR,STX CONSTRUCTION & PLUMBING INC,OWNER,STX CONSTRUCTION INC,3754 W SUNNYSIDE AVE,False
101074846,5222,W,WINNEMAC AVE,WRECK AND REMOVE A 2 STORY FRAME RESIDENCE AND A DETACHED FRAME GARAGE,CONTRACTOR-GENERAL CONTRACTOR,ALL CONCRETE CONTRACTORS INC,OWNER,"MK CONSTRUCTION & BUILDERS, IN",,,5222 W WINNEMAC AVE,False
101072705,3426,N,TROY ST,WRECK AND REMOVE A 2 STORY FRAME RESIDENCE,CONTRACTOR-GENERAL CONTRACTOR,RUUK INC DBA MAXYM DEMOLITION,OWNER,NORTH SHORE HOUSING,,,3426 N TROY ST,False
101075358,2219,N,FREMONT ST,WRECK AND REMOVE A 3 STORY MASONRY RESIDENCE AND A DETACHED MASONRY GARAGE,EXPEDITOR,AGATA J. BIELUT,CONTRACTOR-GENERAL CONTRACTOR,RECYCLEAN INC,OWNER,FLOWERS 2021 GIFT TRUST,2219 N FREMONT ST,False
101071512,4300,N,HERMITAGE AVE,WRECK AND REMOVE A 2 STORY FRAME RESIDENCE (REAR OF PROPERTY),EXPEDITOR,EXPEDITING SERVICE,CONTRACTOR-GENERAL CONTRACTOR,DEXCO CORPORATION,OWNER,4300 N HERMITAGE INC,4300 N HERMITAGE AVE,False
101072562,2858,W,CHICAGO AVE,WRECK AND REMOVE A ONE STORY MASONRY COMMERCIAL BUILDING,EXPEDITOR,AGATA J. BIELUT,CONTRACTOR-GENERAL CONTRACTOR,B&K CONCRETE 1 INC,OWNER,2848 W CHICAGO INC,2858 W CHICAGO AVE,False
101068821,6849,S,STATE ST,WRECK AND REMOVE A 2 STORY MASONRY MULTI UNIT RESIDENCE AND A DETACHED FRAME GARAGE,CONTRACTOR-GENERAL CONTRACTOR,MASTER GUYS DEMOLITION INC,OWNER,MARANATH CHURCH OF GOD IN CHRIST,,,6849 S STATE ST,False
101071459,4300,N,HERMITAGE AVE,WRECK AND REMOVE A 2 STORY MASONRY BUILDING (CHURCH),EXPEDITOR,EXPEDITING SERVICE,CONTRACTOR-GENERAL CONTRACTOR,DEXCO CORPORATION,OWNER,4300 N HERMITAGE INC,4300 N HERMITAGE AVE,False
101076473,3142,S,WELLS ST,WRECK AND REMOVE A 2 STORY FRAME MULTI UNIT RESIDENCE AND A DETACHED FRAME GARAGE,CONTRACTOR-GENERAL CONTRACTOR,BUILDER LUXURY INC,OWNER,HONG YANG HUI,,,3142 S WELLS ST,False
101076105,2614,W,CULLERTON ST,WRECK AND REMOVE A 2 STORY FRAME RESIDENCE AND A DETACHED MASONRY GARAGE,EXPEDITOR,ARTEMIDA CONSTRUCTION,CONTRACTOR-GENERAL CONTRACTOR,SKIBA CONSTRUCTION INC,OWNER,FP LAND BITS LLC,2614 W CULLERTON ST,False
101070587,3633,W,16TH ST,EMERGENCY WRECK AND REMOVE A 1 STORY MASONRY BUILDING,CONTRACTOR-GENERAL CONTRACTOR,ALLIANCE DEMOLITION AND EXCAVATION SERVICES INC,OWNER,CITY OF CHIGAGO,,,3633 W 16TH ST,False
101072302,7412,S,ABERDEEN ST,WRECK AND REMOVE A 2 STORY MASONRY RESIDENCE,EXPEDITOR,"ON TIME EXPEDITING, LLC",CONTRACTOR-GENERAL CONTRACTOR,"MBR WRECKING & CONSTRUCTION, INC.",OWNER,COUNTY OF COOK DBA COOK COUNTY LAND BANK,7412 S ABERDEEN ST,False
101072626,550,W,TAYLOR ST,"WRECK AND REMOVE A 1 STORY MASONRY BUILDING INCLUDING FOOTINGS, FOUNDATIONS AND SLAB",EXPEDITOR,CHICAGO BUILDING CONSULTING SE,CONTRACTOR-GENERAL CONTRACTOR,AMERICAN DEMOLITION CORPORATION,OWNER,COMMONWEALTH EDISON,550 W TAYLOR ST,False
101075026,7844,S,MARSHFIELD AVE,EMERGENCY WRECK AND REMOVE A 2 STORY MASONRY MULTI UNIT RESIDENCE,CONTRACTOR-GENERAL CONTRACTOR,ALLIANCE DEMOLITION AND EXCAVATION SERVICES INC,OWNER,CITY OF CHIGAGO,,,7844 S MARSHFIELD AVE,False
101071613,1910,W,29TH ST,WRECK AND REMOVE A SMALL CONCRETE BUILDING AND STEEL COMMUNICATIONS TOWER ONLY (UNION PACIFIC RAILROAD FACITLITY),CONTRACTOR-GENERAL CONTRACTOR,NATIONAL WRECKING COMPANY,OWNER,UNION PACIFIC RAILROAD,,,1910 W 29TH ST,False
101076264,302,W,51ST ST,EMERGENCY WRECK AND REMOVE A 2 STORY FRAME BUILDING,CONTRACTOR-GENERAL CONTRACTOR,NATIONAL WRECKING COMPANY,OWNER,CITY OF CHIGAGO,,,302 W 51ST ST,False
101070638,2620,S,WABASH AVE,WRECK AND REMOVE A 1 STORY MASONRY BUILDING,CONTRACTOR-GENERAL CONTRACTOR,HENEGHAN WRECKING & EXCAVATING CO. INC.,OWNER,AUTO HOLDINGS OF CHICAGO LLC,,,2620 S WABASH AVE,False
101073467,11352,S,WENTWORTH AVE,RLE. WRECK AND REMOVE A 2 STORY FRAME RESIDENCE,CONTRACTOR-GENERAL CONTRACTOR,LEEWAY WRECKING INC,OWNER,CHICAGO TRANSIT AUTH,,,11352 S WENTWORTH AVE,False
101073579,3619,N,PANAMA AVE,WRECK AND REMOVE A 1 STORY FRAME RESIDENCE,EXPEDITOR,MPC,CONTRACTOR-GENERAL CONTRACTOR,ANTHEM EXCAVATION & DEMOLITION INC,OWNER,"CAHILL BUILDERS, INC.",3619 N PANAMA AVE,False
101073465,11347,S,YALE AVE,RLE. WRECK AND REMOVE A 2 STORY MASONRY RESIDENCE,CONTRACTOR-GENERAL CONTRACTOR,LEEWAY WRECKING INC,OWNER,CHICAGO TRANSIT AUTH,,,11347 S YALE AVE,False
101073463,352,W,110TH ST,RLE. WRECK AND REMOVE A 1 STORY METAL BUILDING,CONTRACTOR-GENERAL CONTRACTOR,LEEWAY WRECKING INC,OWNER,CHICAGO TRANSIT AUTH,,,352 W 110TH ST,False
101069291,3639,W,MCLEAN AVE,WRECK AND REMOVE A 2 STORY FRAME/MASONRY RESIDENCE,EXPEDITOR,AGATA J. BIELUT,CONTRACTOR-GENERAL CONTRACTOR,ALL CONCRETE CONTRACTORS INC,OWNER,"MK CONSTRUCTION & BUILDERS, IN",3639 W MCLEAN AVE,False
101037241,7934,S,HOYNE AVE,WRECK AND REMOVE A 1 AND 2 STORY MASONRY BUILDING,CONTRACTOR-GENERAL CONTRACTOR,JOHLER DEMOLITION INC,OWNER,MOORE REAL ESTATE LLC,,,7934 S HOYNE AVE,False
101066244,3865,N,MILWAUKEE AVE,WRECK AND REMOVE A 1 STORY MASONRY BUILDING WITH FRONT WALL TO REMAIN.,EXPEDITOR,CORNERSTONE PERMIT COMPANY,CONTRACTOR-GENERAL CONTRACTOR,JOHLER DEMOLITION INC,OWNER,XRPR PORTAGE PARK LLC,3865 N MILWAUKEE AVE,False
101075703,6729,N,ASHLAND AVE,WRECK AND REMOVE A 2 STORY FRAME RESIDENCE,EXPEDITOR,ARTEMIDA CONSTRUCTION,CONTRACTOR-GENERAL CONTRACTOR,CLP III INC,OWNER,BM CONSTRUCTION & REMODELING I,6729 N ASHLAND AVE,False
101070637,2628,S,WABASH AVE,WRECK AND REMOVE A 2 STORY MASONRY BUILDING,CONTRACTOR-GENERAL CONTRACTOR,HENEGHAN WRECKING & EXCAVATING CO. INC.,OWNER,AUTO HOLDINGS OF CHICAGO LLC,,,2628 S WABASH AVE,False
101074052,411,W,105TH ST,RLE.  WRECK AND REMOVE A 1 STORY MASONRY BUILDING,EXPEDITOR,CORNERSTONE PERMIT COMPANY,CONTRACTOR-GENERAL CONTRACTOR,"ATLAS INDUSTRIES, INC.",OWNER,CHICAGO TRANSIT AUTH,411 W 105TH ST,False
101070626,2300,W,47TH ST,WRECK AND REMOVE A 1 STORY MASONRY BUILDING,CONTRACTOR-GENERAL CONTRACTOR,"MCDONAGH DEMOLITION, INC",OWNER,PICTOR 4435 S WESTERN BOULEVARD LLC,,,2300 W 47TH ST,False
101073863,400,W,107TH ST,RLE. WRECK AND REMOVE A 1 STORY MASONRY BUILDING,EXPEDITOR,CORNERSTONE PERMIT COMPANY,CONTRACTOR-GENERAL CONTRACTOR,"ATLAS INDUSTRIES, INC.",OWNER,CHICAGO TRANSIT AUTH,400 W 107TH ST,False
101074903,4938,S,PRINCETON AVE,EMERGENCY WRECK AND REMOVE A 2 STORY FRAME MULTI UNIT RESIDENCE,CONTRACTOR-GENERAL CONTRACTOR,ALLIANCE DEMOLITION AND EXCAVATION SERVICES INC,OWNER,CITY OF CHIGAGO,,,4938 S PRINCETON AVE,False
101075857,3522,W,JACKSON BLVD,EMERGENCY WRECK AND REMOVE A 3 STORY MASONRY MULTI UNIT RESIDENCE (FRONT),CONTRACTOR-GENERAL CONTRACTOR,"MCDONAGH DEMOLITION, INC",OWNER,CITY OF CHIGAGO,,,3522 W JACKSON BLVD,False
101075859,3522,W,JACKSON BLVD,EMERGENCY WRECK AND REMOVE A 2 STORY MASONRY COACH HOUSE (REAR),CONTRACTOR-GENERAL CONTRACTOR,"MCDONAGH DEMOLITION, INC",OWNER,CITY OF CHIGAGO,,,3522 W JACKSON BLVD,False
101074899,4934,S,PRINCETON AVE,EMERGENCY WRECK AND REMOVE A 2 STORY FRAME MULTI UNIT RESIDENCE,CONTRACTOR-GENERAL CONTRACTOR,ALLIANCE DEMOLITION AND EXCAVATION SERVICES INC,OWNER,CITY OF CHIGAGO,,,4934 S PRINCETON AVE,False
101068938,200,N,STATE ST,"WRECK AND REMOVE THE EXISTING ELEVATED CTA STATION AT STATE AND LAKE INCLUDING STAIRWELL.  REMOVE SUBWAY PLATFORM (EXCLUDING STEEL COLUMN SHORING).  WORK MAY NOT COMMENCE BEFORE JANUARY 5, 2026",CONTRACTOR-GENERAL CONTRACTOR,ALPINE DEMOLITION SERVICES LLC,OWNER,CHICAGO DEPARTMENT OF TRANSPORTATION,,,200 N STATE ST,False
101075867,6424,S,PEORIA ST,EMERGENCY WRECK AND REMOVE A 2 STORY MASONRY MULTI UNIT RESIDENCE,CONTRACTOR-GENERAL CONTRACTOR,"MCDONAGH DEMOLITION, INC",OWNER,CITY OF CHIGAGO,,,6424 S PEORIA ST,False
101074901,4936,S,PRINCETON AVE,EMERGENCY WRECK AND REMOVE A 2 STORY FRAME MULTI UNIT RESIDENCE,CONTRACTOR-GENERAL CONTRACTOR,ALLIANCE DEMOLITION AND EXCAVATION SERVICES INC,OWNER,CITY OF CHIGAGO,,,4936 S PRINCETON AVE,False
